0.001, s00, 0, 5, 0, 0, -0.0981, 0
0.002, s00, 0, 4.9999, 0, 0, -0.084475, 0
0.003, s00, 0, 4.99982, 0, 0, -0.07085, 0
0.004, s00, 0, 4.99975, 0, 0, -0.057225, 0
0.005, s00, 0, 4.99969, 0, 0, -0.0436, 0
0.006, s00, 0, 4.99965, 0, 0, -0.029975, 0
0.007, s00, 0, 4.99962, 0, 0, -0.01635, 0
0.008, s00, 0, 4.9996, 0, 0, -0.00272502, 0
0.009, s00, 0, 4.9996, 0, 0, 0.0109, 0
0.01, s00, 0, 4.99961, 0, 0, 0.024525, 0
0.011, s00, 0, 4.99963, 0, 0, 0.03815, 0
0.012, s00, 0, 4.99967, 0, 0, 0.051775, 0
0.013, s00, 0, 4.99972, 0, 0, 0.0654, 0
0.014, s00, 0, 4.99979, 0, 0, 0.079025, 0
0.015, s00, 0, 4.99987, 0, 0, 0.09265, 0
0.016, s00, 0, 4.99996, 0, 0, 0.106275, 0
0.017, s00, 0, 5.00007, 0, 0, 0.1199, 0
0.018, s00, 0, 5.00019, 0, 0, 0.133525, 0
0.019, s00, 0, 5.00032, 0, 0, 0.14715, 0
0.02, s00, 0, 5.00047, 0, 0, 0.160775, 0
0.021, s00, 0, 5.00063, 0, 0, 0.1744, 0
0.022, s00, 0, 5.0008, 0, 0, 0.188025, 0
0.023, s00, 0, 5.00099, 0, 0, 0.20165, 0
0.024, s00, 0, 5.00119, 0, 0, 0.215275, 0
0.025, s00, 0, 5.00141, 0, 0, 0.2289, 0
0.026, s00, 0, 5.00163, 0, 0, 0.242525, 0
0.027, s00, 0, 5.00188, 0, 0, 0.25615, 0
0.028, s00, 0, 5.00213, 0, 0, 0.269775, 0
0.029, s00, 0, 5.0024, 0, 0, 0.2834, 0
0.03, s00, 0, 5.00269, 0, 0, 0.297025, 0
0.031, s00, 0, 5.00298, 0, 0, 0.31065, 0
0.032, s00, 0, 5.00329, 0, 0, 0.324275, 0
0.033, s00, 0, 5.00362, 0, 0, 0.3379, 0
0.034, s00, 0, 5.00396, 0, 0, 0.351525, 0
0.035, s00, 0, 5.00431, 0, 0, 0.36515, 0
0.036, s00, 0, 5.00467, 0, 0, 0.378775, 0
0.037, s00, 0, 5.00505, 0, 0, 0.3924, 0
0.038, s00, 0, 5.00544, 0, 0, 0.406025, 0
0.039, s00, 0, 5.00585, 0, 0, 0.41965, 0
0.04, s00, 0, 5.00627, 0, 0, 0.433275, 0
0.041, s00, 0, 5.0067, 0, 0, 0.4469, 0
0.042, s00, 0, 5.00715, 0, 0, 0.460525, 0
0.043, s00, 0, 5.00761, 0, 0, 0.47415, 0
0.044, s00, 0, 5.00809, 0, 0, 0.487775, 0
0.045, s00, 0, 5.00857, 0, 0, 0.5014, 0
0.046, s00, 0, 5.00907, 0, 0, 0.515025, 0
0.047, s00, 0, 5.00959, 0, 0, 0.52865, 0
0.048, s00, 0, 5.01012, 0, 0, 0.542275, 0
0.049, s00, 0, 5.01066, 0, 0, 0.5559, 0
0.05, s00, 0, 5.01122, 0, 0, 0.569525, 0
0.051, s00, 0, 5.01179, 0, 0, 0.58315, 0
0.052, s00, 0, 5.01237, 0, 0, 0.596775, 0
0.053, s00, 0, 5.01297, 0, 0, 0.6104, 0
0.054, s00, 0, 5.01358, 0, 0, 0.624025, 0
0.055, s00, 0, 5.0142, 0, 0, 0.63765, 0
0.056, s00, 0, 5.01484, 0, 0, 0.651275, 0
0.057, s00, 0, 5.01549, 0, 0, 0.6649, 0
0.058, s00, 0, 5.01615, 0, 0, 0.678525, 0
0.059, s00, 0, 5.01683, 0, 0, 0.69215, 0
0.06, s00, 0, 5.01752, 0, 0, 0.705775, 0
